ID,Label,NameStrId,IPType,effect,Int0,Int1,Float0,Float1,ConditionScript,VFX,ScalingVector,BaseCost,IsNegative,ProcChance,BaseDuration,ProjectileCrust,AbilityId
6020,Required: Templar,380539,3,0,0,0,0,0,ip_restrict_temp,0,,0,0,1,0,0,0
6021,Required: Spirit Healer,380540,3,0,0,0,0,0,ip_restrict_sph,0,,0,0,1,0,0,0
6022,Required: Berserker,380541,3,0,0,0,0,0,ip_restrict_ber,0,,0,0,1,0,0,0
6023,Required: Assassin,380542,3,0,0,0,0,0,ip_restrict_ass,0,,0,0,1,0,0,0
6024,Required: Bard,380543,3,0,0,0,0,0,ip_restrict_bard,0,,0,0,1,0,0,0
6025,Required: Shapeshifter,380544,3,0,0,0,0,0,ip_restrict_shif,0,,0,0,1,0,0,0
6026,Required: Champion,380545,3,0,0,0,0,0,ip_restrict_cham,0,,0,0,1,0,0,0
6027,Restriction: Mabari hound,380546,3,0,0,0,0,0,ip_restrict_dog,0,,0,0,1,0,0,0
6028,Restriction: Wynne,380547,3,0,0,0,0,0,ip_restrict_wynn,0,,0,0,1,0,0,0
6029,Restriction: Morrigan,380548,3,0,0,0,0,0,ip_restrict_morr,0,,0,0,1,0,0,0
6030,Restriction: Alistair,380549,3,0,0,0,0,0,ip_restrict_alist,0,,0,0,1,0,0,0
6031,Restriction: Grey Warden,380550,3,0,0,0,0,0,ip_restrict_ward,0,,0,0,1,0,0,0
6032,Required: Duelist,380551,3,0,0,0,0,0,ip_restrict_duel,0,,0,0,1,0,0,0
6033,Required: Reaver,380552,3,0,0,0,0,0,ip_restrict_reav,0,,0,0,1,0,0,0
6034,Required: Ranger,380553,3,0,0,0,0,0,ip_restrict_rang,0,,0,0,1,0,0,0
6040,Required: All Templar talents,380554,3,0,0,0,0,0,ip_restrict_mtemp,0,,0,0,1,0,0,0
6041,Required: All Berserker talents,380555,3,0,0,0,0,0,ip_restrict_mbers,0,,0,0,1,0,0,0
6051,Required: Poison-Making,380556,3,0,0,0,0,0,ip_restrict_skpoison,0,,0,0,1,0,0,0
6052,Required: Trap-Making,380557,3,0,0,0,0,0,ip_restrict_sktraps,0,,0,0,1,0,0,0
6053,Required: Herbalism,380558,3,0,0,0,0,0,ip_restrict_skherb,0,,0,0,1,0,0,0
6055,Required: Stealth,380559,3,0,0,0,0,0,ip_restrict_tstealth,0,,0,0,1,0,0,0
6056,Required: Any archery talent,380560,3,0,0,0,0,0,ip_restrict_tarch,0,,0,0,1,0,0,0
6063,Required: Blood Mage,380561,3,0,0,0,0,0,ip_restrict_bloodm,0,,0,0,1,0,0,0
6064,Required: Arcane Warrior,380562,3,0,0,0,0,0,ip_restrict_arcanew,0,,0,0,1,0,0,0
10005,Restriction: Sten,394300,3,0,0,0,0,0,ip_restrict_sten,0,,0,0,1,0,0,0
10012,Restriction: Oghren,396569,3,0,0,0,0,0,ip_restrict_oghren,0,,0,0,1,0,0,0
10013,Restrict: Leliana,396570,3,0,0,0,0,0,ip_restrict_leliana,0,,0,0,1,0,0,0
10014,Restrict: Loghain,396571,3,0,0,0,0,0,ip_restrict_loghain,0,,0,0,1,0,0,0
10015,Restrict: Zevran,396572,3,0,0,0,0,0,ip_restrict_zevran,0,,0,0,1,0,0,0
10018,Restrict: player,397261,3,0,0,0,0,0,ip_restrict_player,0,,0,0,1,0,0,0
10020,Restriction: Jory,0,3,0,0,0,0,0,ip_restrict_jory,0,,0,0,1,0,0,0
6116,Flag: Is Healing Potion,382892,4,0,0,0,0,0,,0,Float0,0,0,1,0,0,0
6117,Flag: Is Mana Potion,382893,4,0,0,0,0,0,,0,Float0,0,0,1,0,0,0
10000,No attribute requirements,380563,4,0,0,0,0,0,,0,,0,0,0,0,0,0
