id,name,core_id,tree,type
805,Crippling Shot,"4020, 4022",Archery,Talent
804,Critical Shot,"4020, 4022",Archery,Talent
802,Arrow of Slaying,"4020, 4022",Archery,Talent
3071,Rapid Shot,"4020, 4022",Archery,Talent
3072,Shattering Shot,"4020, 4022",Archery,Talent
801,Suppressing Fire,"4020, 4022",Archery,Talent
800,Scattershot,"4020, 4022",Archery,Talent
402000,Accuracy,"4020, 4022",Archery,Talent
402001,Arrow Time,"4020, 4022",Archery,Talent
402002,Burst Shot,"4020, 4022",Archery,Talent
402003,Rain of Arrows,"4020, 4022",Archery,Talent
3060,Mark of Death,"4014",Assassin,Talent
56,Exploit Weakness,"4014",Assassin,Talent
3059,Lacerate,"4014",Assassin,Talent
3058,Feast of the Fallen,"4014",Assassin,Talent
3045,Song of Valor,"4015",Bard,Talent
701,Distraction,"4015",Bard,Talent
705,Song of Courage,"4015",Bard,Talent
1000,Captivating Song,"4015",Bard,Talent
1004,Summon Wolf,"4029",Ranger,Talent
91,Summon Bear,"4029",Ranger,Talent
93,Summon Spider,"4029",Ranger,Talent
92,Master Ranger,"4029",Ranger,Talent
709,Dueling,"4030",Duelist,Talent
3050,Upset Balance,"4030",Duelist,Talent
3049,Keen Defense,"4030",Duelist,Talent
3051,Pinpoint Strike,"4030",Duelist,Talent
401300,Mark of the Legion,"401004",Legionnaire Scout,Talent
401301,Strength of Stone,"401004",Legionnaire Scout,Talent
401302,Endure Hardship,"401004",Legionnaire Scout,Talent
401303,Blessing of the Ancestors,"401004",Legionnaire Scout,Talent
401310,Shadow Form,"401005",Shadow,Talent
401311,Decoy,"401005",Shadow,Talent
401312,Shadow Striking,"401005",Shadow,Talent
401313,Pandemonium,"401005",Shadow,Talent
14,Powerful,"4022",Warrior,Talent
808,Threaten,"4022",Warrior,Talent
17,Bravery,"4022",Warrior,Talent
3021,Death Blow,"4022",Warrior,Talent
19,Precise Striking,"4022",Warrior,Talent
3041,Taunt,"4022",Warrior,Talent
3016,Disengage,"4022",Warrior,Talent
20,Perfect Striking,"4022",Warrior,Talent
400000,Second Wind,"4022",Warrior,Talent
400001,Peon's Plight,"4022",Warrior,Talent
400002,Grievous Insult,"4022",Warrior,Talent
400003,Massacre,"4022",Warrior,Talent
617,Shield Bash,,Weapon and Shield,Talent
1,Shield Pummel,,Weapon and Shield,Talent
3073,Overpower,,Weapon and Shield,Talent
38,Assault,,Weapon and Shield,Talent
704,Shield Defense,,Weapon and Shield,Talent
37,Shield Balance,,Weapon and Shield,Talent
12,Shield Wall,,Weapon and Shield,Talent
36,Shield Expertise,,Weapon and Shield,Talent
3074,Shield Block,,Weapon and Shield,Talent
13,Shield Cover,,Weapon and Shield,Talent
3030,Shield Tactics,,Weapon and Shield,Talent
2,Shield Mastery,,Weapon and Shield,Talent
402300,Juggernaut,,Weapon and Shield,Talent
402301,Carapace,,Weapon and Shield,Talent
402302,Air of Insolence,,Weapon and Shield,Talent
402303,Bulwark of the Ages,,Weapon and Shield,Talent
3024,Pommel Strike,,Two-Handed,Talent
28,Indomitable,,Two-Handed,Talent
3000,Stunning Blows,,Two-Handed,Talent
3,Critical Strike,,Two-Handed,Talent
3025,Sunder Arms,,Two-Handed,Talent
3001,Shattering Blows,,Two-Handed,Talent
4,Sunder Armor,,Two-Handed,Talent
3032,Destroyer,,Two-Handed,Talent
3028,Mighty Blow,,Two-Handed,Talent
718,Powerful Swings,,Two-Handed,Talent
27,Two-Handed Strength,,Two-Handed,Talent
3031,Two-Handed Sweep,,Two-Handed,Talent
402200,Sweeping Strike,,Two-Handed,Talent
402201,Two-Handed Impact,,Two-Handed,Talent
402202,Onslaught,,Two-Handed,Talent
402203,Reaving Storm,,Two-Handed,Talent
3037,War Cry,"4013",Champion,Talent
3038,Rally,"4013",Champion,Talent
42,Motivate,"4013",Champion,Talent
3039,Superiority,"4013",Champion,Talent
23,Righteous Strike,"4021",Templar,Talent
3017,Cleanse Area,"4021",Templar,Talent
52,Mental Fortress,"4021",Templar,Talent
25,Holy Smite,"4021",Templar,Talent
700,Berserk,"4016",Berserker,Talent
48,Resilience,"4016",Berserker,Talent
3006,Constraint,"4016",Berserker,Talent
3009,Final Blow,"4016",Berserker,Talent
3065,Devour,"4019",Reaver,Talent
3066,Frightening Appearance,"4019",Reaver,Talent
3067,Aura of Pain,"4019",Reaver,Talent
713,Blood Frenzy,"4019",Reaver,Talent
401100,Beyond the Veil,"401000",Spirit Warrior,Talent
401101,Soulbrand,"401000",Spirit Warrior,Talent
401102,Fade Burst,"401000",Spirit Warrior,Talent
401103,Blessing of the Fade,"401000",Spirit Warrior,Talent
401110,Guardian's Shield,"401001",Guardian,Talent
401111,Fortifying Presence,"401001",Guardian,Talent
401112,Master Guardian,"401001",Guardian,Talent
401113,Aura of the Stalwart Defender,"401001",Guardian,Talent
200254,Arcane Bolt,"4023",Mage,Spell
200255,Arcane Shield,"4023",Mage,Spell
200256,Staff Focus,"4023",Mage,Spell
200257,Arcane Mastery,"4023",Mage,Spell
400100,Fade Shield,"4023",Mage,Spell
400101,Elemental Mastery,"4023",Mage,Spell
400102,Attunement,"4023",Mage,Spell
400103,Time Spiral,"4023",Mage,Spell
400110,Repulsion Field,"4023",Mage,Spell
400111,Invigorate,"4023",Mage,Spell
400112,Arcane Field,"4023",Mage,Spell
400113,Mystical Negation,"4023",Mage,Spell
10001,Flame Blast,,Primal,Spell
10204,Flaming Weapons,,Primal,Spell
10003,Fireball,,Primal,Spell
10002,Inferno,,Primal,Spell
11002,Rock Armor,,Primal,Spell
12004,Stonefist,,Primal,Spell
11116,Earthquake,,Primal,Spell
11124,Petrify,,Primal,Spell
13001,Winter's Grasp,,Primal,Spell
11007,Frost Weapons,,Primal,Spell
13002,Cone of Cold,,Primal,Spell
13000,Blizzard,,Primal,Spell
14001,Lightning,,Primal,Spell
14000,Shock,,Primal,Spell
14002,Tempest,,Primal,Spell
10211,Chain Lightning,,Primal,Spell
10104,Heal,,Creation,Spell
10200,Rejuvenate,,Creation,Spell
10210,Regeneration,,Creation,Spell
10207,Mass Rejuvenation,,Creation,Spell
10206,Heroic Offense,,Creation,Spell
10202,Heroic Aura,,Creation,Spell
10203,Heroic Defense,,Creation,Spell
10208,Haste,,Creation,Spell
11001,Glyph of Paralysis,,Creation,Spell
10601,Glyph of Warding,,Creation,Spell
17000,Glyph of Repulsion,,Creation,Spell
17028,Glyph of Neutralization,,Creation,Spell
11006,Spell Wisp,,Creation,Spell
11113,Grease,,Creation,Spell
11005,Spellbloom,,Creation,Spell
12008,Stinging Swarm,,Creation,Spell
10400,Spell Shield,,Spirit,Spell
10401,Dispel Magic,,Spirit,Spell
10900,Anti-Magic Ward,,Spirit,Spell
11003,Anti-Magic Burst,,Spirit,Spell
10704,Mana Drain,,Spirit,Spell
11004,Mana Cleanse,,Spirit,Spell
17001,Spell Might,,Spirit,Spell
11000,Mana Clash,,Spirit,Spell
12005,Walking Bomb,,Spirit,Spell
10500,Death Syphon,,Spirit,Spell
12011,Virulent Walking Bomb,,Spirit,Spell
10508,Animate Dead,,Spirit,Spell
12006,Mind Blast,,Spirit,Spell
17019,Force Field,,Spirit,Spell
10209,Telekinetic Weapons,,Spirit,Spell
11123,Crushing Prison,,Spirit,Spell
11106,Weakness,,Entropy,Spell
11107,Paralyze,,Entropy,Spell
11122,Miasma,,Entropy,Spell
11110,Mass Paralysis,,Entropy,Spell
11112,Vulnerability Hex,,Entropy,Spell
11111,Affliction Hex,,Entropy,Spell
11114,Misdirection Hex,,Entropy,Spell
11100,Death Hex,,Entropy,Spell
11115,Disorient,,Entropy,Spell
11108,Horror,,Entropy,Spell
11121,Sleep,,Entropy,Spell
11109,Waking Nightmare,,Entropy,Spell
15002,Drain Life,,Entropy,Spell
17002,Death Magic,,Entropy,Spell
11101,Curse of Mortality,,Entropy,Spell
15003,Death Cloud,,Entropy,Spell
17008,Spider Shape,"4018",Shapeshifter,Spell
17010,Bear Shape,"4018",Shapeshifter,Spell
17007,Flying Swarm,"4018",Shapeshifter,Spell
17009,Master Shapeshifter,"4018",Shapeshifter,Spell
10509,Group Heal,"4025",Spirit Healer,Spell
10504,Revival,"4025",Spirit Healer,Spell
10506,Lifeward,"4025",Spirit Healer,Spell
10507,Cleansing Aura,"4025",Spirit Healer,Spell
17023,Combat Magic,"4012",Arcane Warrior,Spell
17020,Aura of Might,"4012",Arcane Warrior,Spell
17022,Shimmering Shield,"4012",Arcane Warrior,Spell
17021,Fade Shroud,"4012",Arcane Warrior,Spell
10700,Blood Magic,"4017",Blood Mage,Spell
10701,Blood Sacrifice,"4017",Blood Mage,Spell
10702,Blood Wound,"4017",Blood Mage,Spell
10703,Blood Control,"4017",Blood Mage,Spell
401200,One With Nature,"401002",Keeper,Spell
401201,Thornblades,"401002",Keeper,Spell
401202,Replenishment,"401002",Keeper,Spell
401203,Nature's Vengeance,"401002",Keeper,Spell
401210,Draining Aura,"401003",Battlemage,Spell
401211,Hand of Winter,"401003",Battlemage,Spell
401212,Stoic,"401003",Battlemage,Spell
401213,Elemental Chaos,"401003",Battlemage,Spell
10510,Vessel of the Spirit,,Plot (Wynne),Spell
310010,Dark Sustenance,"310000, 310001, 310002",Power of Blood,Talent
310020,Blood Thirst,"310000, 310001, 310002",Power of Blood,Talent
310030,Dark Passage,"310000, 310001, 310002",Power of Blood,Talent
310011,Bloody Grasp,"310000, 310001, 310002",Power of Blood,Talent
310021,Blood Fury,"310000, 310001, 310002",Power of Blood,Talent
310031,The Tainted Blade,"310000, 310001, 310002",Power of Blood,Talent
90017,Growl,"4034",War Dog,Talent
90048,Dread Howl,"4034",War Dog,Talent
90049,Combat Training,"4034",War Dog,Talent
90015,Overwhelm,"4034",War Dog,Talent
90050,Fortitude,"4034",War Dog,Talent
90016,Charge,"4034",War Dog,Talent
90047,Shred,"4034",War Dog,Talent
90051,Nemesis,"4034",War Dog,Talent
300100,Pulverising Blows,"4033",Shale,Talent
300101,Slam,"4033",Shale,Talent
300102,Quake,"4033",Shale,Talent
300103,Killing Blow,"4033",Shale,Talent
300200,Stoneheart,"4033",Shale,Talent
300201,Bellow,"4033",Shale,Talent
300202,Stone Roar,"4033",Shale,Talent
300203,Regenerating Burst,"4033",Shale,Talent
300300,Rock Mastery,"4033",Shale,Talent
300301,Hurl Rock,"4033",Shale,Talent
300302,Earthen Grasp,"4033",Shale,Talent
300303,Rock Barrage,"4033",Shale,Talent
300400,Stone Aura,"4033",Shale,Talent
300401,Inner Reserves,"4033",Shale,Talent
300402,Renewed Assault,"4033",Shale,Talent
300403,Supernatural Resilience,"4033",Shale,Talent
150000,Weakly,,Monster Trait,Passive
150001,Fragile,,Monster Trait,Passive
150002,Senile,,Monster Trait,Passive
150003,Clumsy,,Monster Trait,Passive
150005,High Morale,,Monster Trait,Passive
150006,Low Moral,,Monster Trait,Passive
150007,Critical Hit Immunity,,Monster Trait,Passive
150008,Demonic Caster,,Monster Trait,Passive
150017,Tank,,Monster Trait,Passive
150010,Fire Immunity,,Monster Trait,Passive
150011,Cold Immunity,,Monster Trait,Passive
150012,Cold Vulnerability,,Monster Trait,Passive
150013,Fire Vulnerability,,Monster Trait,Passive
150014,Nature Immunity,,Monster Trait,Passive
150015,Spirit Immunity,,Monster Trait,Passive
150016,Lightning Immunity,,Monster Trait,Passive
421011,Rear Vulnerability,,Monster Trait,Passive
421012,Fire Healing,,Monster Trait,Passive
421019,Mental Immunity,,Monster Trait,Passive
421019,Physical Immunity,,Monster Trait,Passive
90077,Broodmother Resistance,,Monster Property,Passive
90078,Darkspawn Resistance,,Monster Property,Passive
90079,Genlock Properties,,Monster Property,Passive
90080,Hurlock Properties,,Monster Property,Passive
90081,Demon Properties,,Monster Property,Passive
90082,Spider Properties,,Monster Property,Passive
90096,Bear Properties,,Monster Property,Passive
90097,Swarm Properties,,Monster Property,Passive
90101,Revenant Properties,,Monster Property,Passive
90102,Demon Resistance,,Monster Property,Passive
90103,Golem Properties,,Monster Property,Passive
90104,Wisp Properties,,Monster Property,Passive
90105,Werewolf Properties,,Monster Property,Passive
90106,Stone Golem Properties,,Monster Property,Passive
90107,Steel Golem Properties,,Monster Property,Passive
90108,Undead Properties,,Monster Property,Passive
90109,Wild Sylvan Properties,,Monster Property,Passive
90110,Pride Demon Properties,,Monster Property,Passive
90111,Arcane Horror Properties,,Monster Property,Passive
90112,Abomination Properties,,Monster Property,Passive
90113,Dragon Properties,,Monster Property,Passive
90114,Archdemon Properties,,Monster Property,Passive
200252,High Dragon Properties,,Monster Property,Passive
421000,Fade Dragon Properties,,Monster Property,Passive
421001,Elite Boss Properties,,Monster Property,Passive
421002,Boss Properties,,Monster Property,Passive
421003,Childer Properties,,Monster Property,Passive
421004,Disciple Properties,,Monster Property,Passive
421005,The Mother Properties,,Monster Property,Passive
421006,Architect Properties,,Monster Property,Passive
421007,Armored Ogre Properties,,Monster Property,Passive
421008,Tentacle Properties,,Monster Property,Passive
421009,Blighted Werewolf Properties,,Monster Property,Passive
421010,Regen Properties,,Monster Property,Passive
90001,Spirit Smite,,Archdemon,Monster Ability
90000,Vortex,,Archdemon,Monster Ability
90002,Detonate Darkspawn,,Archdemon,Monster Ability
90172,Corruption Burst,,Archdemon,Monster Ability
90069/70,Sweep (left/right),,Broodmother,Monster Ability
90071,Sweep,,Broodmother,Monster Ability
90072/73/74,Vomit (all/left/right),,Broodmother,Monster Ability
90077,Resistance,,Broodmother,Monster Ability
90084,Scream,,Broodmother,Monster Ability
90085,Rotting Gas,,Broodmother,Monster Ability
90098/99,Grab (left/right),,Broodmother,Monster Ability
12010,Spit,,Broodmother,Monster Ability
90089,Abomination Rage,,Generic Monster,Monster Ability
90090,Abomination Triplestrike Rage,,Generic Monster,Monster Ability
90116,Abomination Triplestrike Hunger,,Generic Monster,Monster Ability
90117,Abomination Triplestrike Sloth,,Generic Monster,Monster Ability
90118,Abomination Triplestrike Desire,,Generic Monster,Monster Ability
90091,Arcanehorror Aoe,,Generic Monster,Monster Ability
90088,Aura Healing,,Generic Monster,Monster Ability
90087,Aura Weakness,,Generic Monster,Monster Ability
90151,Aura Fire,,Generic Monster,Monster Ability
90018,Bear Hug,,Generic Monster,Monster Ability
90020,Bear Rage,,Generic Monster,Monster Ability
90019,Bear Slam,,Generic Monster,Monster Ability
90024,Bronto Charge,,Generic Monster,Monster Ability
90025,Bronto Stomp,,Generic Monster,Monster Ability
90067,Canine Howl,,Generic Monster,Monster Ability
90016,Dog Charge,,Generic Monster,Monster Ability
90049,Dog Combat Training,,Generic Monster,Monster Ability
90050,Dog Fortitude,,Generic Monster,Monster Ability
90017,Dog Growl,,Generic Monster,Monster Ability
90051,Dog Nemesis,,Generic Monster,Monster Ability
90015,Dog Overwhelm,,Generic Monster,Monster Ability
90047,Dog Shred,,Generic Monster,Monster Ability
90023,Flanking,,Generic Monster,Monster Ability
90060,Golem Hurl,,Generic Monster,Monster Ability
90056,Golem Quake,,Generic Monster,Monster Ability
90057,Golem Ranged 1,,Generic Monster,Monster Ability
90055,Golem Slam,,Generic Monster,Monster Ability
90048,Mabari Howl,,Generic Monster,Monster Ability
90063,Ogre Attck Back Left,,Generic Monster,Monster Ability
90062,Ogre Attck Back Right,,Generic Monster,Monster Ability
90065,Ogre Attck Left,,Generic Monster,Monster Ability
90064,Ogre Attck Right,,Generic Monster,Monster Ability
90036,Ogre Grab,,Generic Monster,Monster Ability
90066,Ogre Ram,,Generic Monster,Monster Ability
90038,Ogre Stomp,,Generic Monster,Monster Ability
90037,Ogre Sweep,,Generic Monster,Monster Ability
90044,Orb Black,,Generic Monster,Monster Ability
90043,Paralyze,,Generic Monster,Monster Ability
90030,Poison Bite,,Generic Monster,Monster Ability
90068,Poison Spit,,Generic Monster,Monster Ability
90083,Rabid,,Generic Monster,Monster Ability
90086,Revenant Doublestrike,,Generic Monster,Monster Ability
90092,Revenant Pull,,Generic Monster,Monster Ability
90039,Shred,,Generic Monster,Monster Ability
90040,Shriek Leap,,Generic Monster,Monster Ability
90041,Shriek Shriek,,Generic Monster,Monster Ability
90128,Shriek Frenzy,,Generic Monster,Monster Ability
90129,Shriek Overwhlem,,Generic Monster,Monster Ability
90029,Spider Web,,Generic Monster,Monster Ability
90026,Stalker Scare,,Generic Monster,Monster Ability
90028,Stalker Slow,,Generic Monster,Monster Ability
90027,Stalker Spit,,Generic Monster,Monster Ability
90046,Undead Drain,,Generic Monster,Monster Ability
90042,Undead Spirit,,Generic Monster,Monster Ability
11131,Wisp Attack,,Generic Monster,Monster Ability
