resref,name,game,material_family,material_target,wiki_url,stackable,category
gxa_im_arm_bot_lgt_m05,Fadewalker,daoa,leather,armor,https://dragonage.fandom.com/wiki/Fadewalker,0,armor.boots
gxa_im_arm_bot_lgt_pl2,Grey Warden Leather Boots,daoa,leather,armor,https://dragonage.fandom.com/wiki/Grey_Warden_Leather_Boots,0,armor.boots
gxa_im_arm_bot_mas_001,Greaves of Hirol's Defense,daoa,metal,armor,https://dragonage.fandom.com/wiki/Greaves_of_Hirol%27s_Defense,0,armor.boots
gxa_im_arm_bot_mas_002,Boots of the Sentinel,daoa,metal,armor,https://dragonage.fandom.com/wiki/Boots_of_the_Sentinel,0,armor.boots
gxa_im_arm_bot_mas_pl2,Grey Warden Plate Boots,daoa,metal,armor,https://dragonage.fandom.com/wiki/Grey_Warden_Plate_Boots,0,armor.boots
gxa_im_arm_bot_med_leg,Legionnaire Scout Boots,daoa,metal,armor,https://dragonage.fandom.com/wiki/Legionnaire_Scout_Boots,0,armor.boots
aoa100cr_armored_ogre_boss,Armored Ogre Alpha,daoa,,,,0,armor.chestpieces
gxa_im_arm_cht_hvy_001,Stormchaser Mail,daoa,metal,armor,https://dragonage.fandom.com/wiki/Stormchaser_Mail,0,armor.chestpieces
gxa_im_arm_cht_hvy_002,Venture,daoa,metal,armor,https://dragonage.fandom.com/wiki/Venture,0,armor.chestpieces
gxa_im_arm_cht_hvy_jus,Sturdy Heavy Chainmail,daoa,metal,armor,https://dragonage.fandom.com/wiki/Sturdy_Heavy_Chainmail,0,armor.chestpieces
gxa_im_arm_cht_lgt_001,Trickster's Tunic,daoa,leather,armor,https://dragonage.fandom.com/wiki/Trickster%27s_Tunic,0,armor.chestpieces
gxa_im_arm_cht_lgt_002,Vest of the Nimble,daoa,leather,armor,https://dragonage.fandom.com/wiki/Vest_of_the_Nimble,0,armor.chestpieces
gxa_im_arm_cht_lgt_003,Blackblade Tunic,daoa,leather,armor,https://dragonage.fandom.com/wiki/Blackblade_Tunic,0,armor.chestpieces
gxa_im_arm_cht_lgt_004,Rainswept,daoa,leather,armor,https://dragonage.fandom.com/wiki/Rainswept,0,armor.chestpieces
gxa_im_arm_cht_lgt_nat,The Bear's Embrace,daoa,leather,armor,https://dragonage.fandom.com/wiki/The_Bear%27s_Embrace,0,armor.chestpieces
gxa_im_arm_cht_lgt_pl2,Grey Warden Light Armor,daoa,leather,armor,https://dragonage.fandom.com/wiki/Grey_Warden_Light_Armor,0,armor.chestpieces
gxa_im_arm_cht_lgt_pla,Orlesian Warden's Light Armor,daoa,leather,armor,https://dragonage.fandom.com/wiki/Orlesian_Warden%27s_Light_Armor,0,armor.chestpieces
gxa_im_arm_cht_mas_001,Breastplate of Hirol's Defense,daoa,metal,armor,https://dragonage.fandom.com/wiki/Breastplate_of_Hirol%27s_Defense,0,armor.chestpieces
gxa_im_arm_cht_mas_002,Armor of the Sentinel,daoa,metal,armor,https://dragonage.fandom.com/wiki/Armor_of_the_Sentinel,0,armor.chestpieces
gxa_im_arm_cht_mas_003,Clamshell Plate Armor,daoa,metal,armor,https://dragonage.fandom.com/wiki/Clamshell_Plate_Armor,0,armor.chestpieces
gxa_im_arm_cht_mas_pl2,Grey Warden Plate Armor,daoa,metal,armor,https://dragonage.fandom.com/wiki/Grey_Warden_Plate_Armor,0,armor.chestpieces
gxa_im_arm_cht_mas_pla,Orlesian Warden's Plate Armor,daoa,metal,armor,https://dragonage.fandom.com/wiki/Orlesian_Warden%27s_Plate_Armor,0,armor.chestpieces
gxa_im_arm_cht_med_leg,Legionnaire Scout Armor,daoa,metal,armor,https://dragonage.fandom.com/wiki/Legionnaire_Scout_Armor,0,armor.chestpieces
prc_daep1_lel_im_arm_cht_01,Battledress of the Provocateur,daoa,,,https://dragonage.fandom.com/wiki/Battledress_of_the_Provocateur_(Awakening),0,armor.chestpieces
gxa_im_arm_glv_hvy_001,Stormchaser Gauntlets,daoa,metal,armor,https://dragonage.fandom.com/wiki/Stormchaser_Gauntlets,0,armor.gloves
gxa_im_arm_glv_hvy_002,Barbed Fists,daoa,metal,armor,https://dragonage.fandom.com/wiki/Barbed_Fists,0,armor.gloves
gxa_im_arm_glv_hvy_jus,Sturdy Chainmail Gloves,daoa,metal,armor,https://dragonage.fandom.com/wiki/Sturdy_Chainmail_Gloves,0,armor.gloves
gxa_im_arm_glv_lgt_pl2,Grey Warden Light Gloves,daoa,leather,armor,https://dragonage.fandom.com/wiki/Grey_Warden_Light_Gloves,0,armor.gloves
gxa_im_arm_glv_mas_001,Gauntlets of Hirol's Defense,daoa,metal,armor,https://dragonage.fandom.com/wiki/Gauntlets_of_Hirol%27s_Defense,0,armor.gloves
gxa_im_arm_glv_mas_002,Gauntlets of the Sentinel,daoa,metal,armor,https://dragonage.fandom.com/wiki/Gauntlets_of_the_Sentinel,0,armor.gloves
gxa_im_arm_glv_mas_pl2,Grey Warden Plate Gauntlets,daoa,metal,armor,https://dragonage.fandom.com/wiki/Grey_Warden_Plate_Gauntlets,0,armor.gloves
gxa_im_arm_glv_med_leg,Legionnaire Scout Gloves,daoa,metal,armor,https://dragonage.fandom.com/wiki/Legionnaire_Scout_Gloves,0,armor.gloves
gxa_im_glv_lgt_001,Trickster's Gloves,daoa,,,https://dragonage.fandom.com/wiki/Trickster%27s_Gloves,0,armor.gloves
gxa_im_glv_lgt_002,Fingers of the Nimble,daoa,,,https://dragonage.fandom.com/wiki/Fingers_of_the_Nimble,0,armor.gloves
gxa_im_glv_lgt_003,Blackblade Gloves,daoa,,,https://dragonage.fandom.com/wiki/Blackblade_Gloves,0,armor.gloves
gxa_im_glv_lgt_004,The Slippery Ferret's Gloves,daoa,,,https://dragonage.fandom.com/wiki/The_Slippery_Ferret%27s_Gloves,0,armor.gloves
gxa_im_glv_lgt_m01,Lorekeeper's Mittens,daoa,,,https://dragonage.fandom.com/wiki/Lorekeeper%27s_Mittens,0,armor.gloves
gxa_im_glv_lgt_m02,Shock Treatment,daoa,,,https://dragonage.fandom.com/wiki/Shock_Treatment,0,armor.gloves
gxa_im_glv_lgt_m03,Elementalist's Grasp,daoa,,,https://dragonage.fandom.com/wiki/Elementalist%27s_Grasp_(Awakening),0,armor.gloves
gxa_im_glv_lgt_m04,Spirit of the Woods,daoa,,,https://dragonage.fandom.com/wiki/Spirit_of_the_Woods,0,armor.gloves
gxa_im_glv_lgt_m05,Oven Mitts,daoa,,,https://dragonage.fandom.com/wiki/Oven_Mitts,0,armor.gloves
gxa_im_glv_lgt_nat,Ornate Leather Gloves,daoa,,,https://dragonage.fandom.com/wiki/Ornate_Leather_Gloves,0,armor.gloves
gxa_im_arm_hel_hvy_001,Stormchaser Helm,daoa,metal,armor,https://dragonage.fandom.com/wiki/Stormchaser_Helm,0,armor.helmets
gxa_im_arm_hel_hvy_002,Helm of Dragon's Peak,daoa,metal,armor,https://dragonage.fandom.com/wiki/Helm_of_Dragon%27s_Peak,0,armor.helmets
gxa_im_arm_hel_lgt_001,Trickster's Cap,daoa,leather,armor,https://dragonage.fandom.com/wiki/Trickster%27s_Cap,0,armor.helmets
gxa_im_arm_hel_lgt_002,Cap of the Nimble,daoa,leather,armor,https://dragonage.fandom.com/wiki/Cap_of_the_Nimble,0,armor.helmets
gxa_im_arm_hel_lgt_003,Blackblade Helm,daoa,leather,armor,https://dragonage.fandom.com/wiki/Blackblade_Helm,0,armor.helmets
gxa_im_arm_hel_lgt_004,Quicksilver,daoa,leather,armor,https://dragonage.fandom.com/wiki/Quicksilver_(helmet),0,armor.helmets
gxa_im_arm_hel_lgt_pl2,Grey Warden Light Helm,daoa,leather,armor,https://dragonage.fandom.com/wiki/Grey_Warden_Light_Helm,0,armor.helmets
gxa_im_arm_hel_mag_001,Lorekeeper's Cowl,daoa,,,https://dragonage.fandom.com/wiki/Lorekeeper%27s_Cowl,0,armor.helmets
gxa_im_arm_hel_mag_002,Lucky Cap,daoa,,,https://dragonage.fandom.com/wiki/Lucky_Cap,0,armor.helmets
gxa_im_arm_hel_mag_003,First Enchanter's Cowl,daoa,,,https://dragonage.fandom.com/wiki/First_Enchanter%27s_Cowl_(Awakening),0,armor.helmets
gxa_im_arm_hel_mag_004,Sage's Fuzzy Head-Sweater,daoa,,,https://dragonage.fandom.com/wiki/Sage%27s_Fuzzy_Head-Sweater,0,armor.helmets
gxa_im_arm_hel_mag_005,Toque of the Oblivious,daoa,,,https://dragonage.fandom.com/wiki/Toque_of_the_Oblivious,0,armor.helmets
gxa_im_arm_hel_mag_pl2,Grey Warden Cowl,daoa,,,https://dragonage.fandom.com/wiki/Grey_Warden_Cowl,0,armor.helmets
gxa_im_arm_hel_mas_001,Helm of Hirol's Defense,daoa,metal,armor,https://dragonage.fandom.com/wiki/Helm_of_Hirol%27s_Defense,0,armor.helmets
gxa_im_arm_hel_mas_002,Helm of the Sentinel,daoa,metal,armor,https://dragonage.fandom.com/wiki/Helm_of_the_Sentinel,0,armor.helmets
gxa_im_arm_hel_mas_pl2,Grey Warden Plate Helm,daoa,metal,armor,https://dragonage.fandom.com/wiki/Grey_Warden_Plate_Helm,0,armor.helmets
gxa_im_arm_hel_med_leg,Legionnaire Scout Helm,daoa,metal,armor,https://dragonage.fandom.com/wiki/Legionnaire_Scout_Helm,0,armor.helmets
gxa_im_qck_grenade_401,Dispel Grenade,daoa,,,https://dragonage.fandom.com/wiki/Dispel_Grenade,1,consumables.bombs
gxa_im_qck_grenade_402,Elemental Grenade,daoa,,,https://dragonage.fandom.com/wiki/Elemental_Grenade,1,consumables.bombs
gxa_im_qck_health_402,Superb Health Poultice,daoa,,,https://dragonage.fandom.com/wiki/Superb_Health_Poultice,1,consumables.health_poultices
gxa_im_qck_health_403,Master Health Poultice,daoa,,,https://dragonage.fandom.com/wiki/Master_Health_Poultice,1,consumables.health_poultices
gxa_im_qck_health_fade,Ethereal Health Poultice,daoa,,,https://dragonage.fandom.com/wiki/Ethereal_Health_Poultice,1,consumables.health_poultices
gxa_im_qck_mana_402,Superb Lyrium Potion,daoa,,,https://dragonage.fandom.com/wiki/Superb_Lyrium_Potion,1,consumables.lyrium_potions
gxa_im_qck_mana_403,Master Lyrium Potion,daoa,,,https://dragonage.fandom.com/wiki/Master_Lyrium_Potion,1,consumables.lyrium_potions
gxa_im_qck_mana_fade,Ethereal Lyrium Potion,daoa,,,https://dragonage.fandom.com/wiki/Ethereal_Lyrium_Potion,1,consumables.lyrium_potions
coa100ip_poison,Poison,daoa,,,,1,consumables.poisons
gxa_im_qck_stamina_101,Lesser Stamina Draught,daoa,,,https://dragonage.fandom.com/wiki/Lesser_Stamina_Draught,1,consumables.potions
gxa_im_qck_stamina_201,Stamina Draught,daoa,,,https://dragonage.fandom.com/wiki/Stamina_Draught_(Awakening),1,consumables.potions
gxa_im_qck_stamina_301,Greater Stamina Draught,daoa,,,https://dragonage.fandom.com/wiki/Greater_Stamina_Draught,1,consumables.potions
gxa_im_qck_stamina_401,Potent Stamina Draught,daoa,,,https://dragonage.fandom.com/wiki/Potent_Stamina_Draught,1,consumables.potions
gxa_im_qck_stamina_402,Superb Stamina Draught,daoa,,,https://dragonage.fandom.com/wiki/Superb_Stamina_Draught,1,consumables.potions
gxa_im_qck_stamina_403,Master Stamina Draught,daoa,,,https://dragonage.fandom.com/wiki/Master_Stamina_Draught,1,consumables.potions
gxa_im_qck_stamina_fade,Ethereal Stamina Draught,daoa,,,https://dragonage.fandom.com/wiki/Ethereal_Stamina_Draught,1,consumables.potions
gxa_im_qck_trap_401,Dispel Trap,daoa,,,https://dragonage.fandom.com/wiki/Dispel_Trap,1,consumables.traps
gxa_im_qck_trap_402,Elemental Trap,daoa,,,https://dragonage.fandom.com/wiki/Elemental_Trap,1,consumables.traps
gxa_im_qck_trap_403,Gravity Trap,daoa,,,https://dragonage.fandom.com/wiki/Gravity_Trap,1,consumables.traps
gxa_im_qck_trap_404,Misdirection Cloud Trap,daoa,,,https://dragonage.fandom.com/wiki/Misdirection_Cloud_Trap,1,consumables.traps
gxa_im_qck_coating_401,Dispel Coating,daoa,,,https://dragonage.fandom.com/wiki/Dispel_Coating,1,consumables.weapon_coating
gxa_im_qck_coating_402,Elemental Coating,daoa,,,https://dragonage.fandom.com/wiki/Elemental_Coating,1,consumables.weapon_coating
coa140ar_sigrun_gift3,Potted Plant,daoa,,,,0,crafting.recipes
gxa_im_cft_hrb_101,Lesser Stamina Draught Recipe,daoa,,,https://dragonage.fandom.com/wiki/Lesser_Stamina_Draught_Recipe,0,crafting.recipes
gxa_im_cft_hrb_201,Stamina Draught Recipe,daoa,,,https://dragonage.fandom.com/wiki/Stamina_Draught_Recipe,0,crafting.recipes
gxa_im_cft_hrb_301,Greater Stamina Draught Recipe,daoa,,,https://dragonage.fandom.com/wiki/Greater_Stamina_Draught_Recipe,0,crafting.recipes
gxa_im_cft_hrb_401,Potent Stamina Draught Recipe,daoa,,,https://dragonage.fandom.com/wiki/Potent_Stamina_Draught_Recipe,0,crafting.recipes
gxa_im_cft_hrb_402,Superb Health Poultice Recipe,daoa,,,https://dragonage.fandom.com/wiki/Superb_Health_Poultice_Recipe,0,crafting.recipes
gxa_im_cft_hrb_403,Superb Lyrium Potion Recipe,daoa,,,https://dragonage.fandom.com/wiki/Superb_Lyrium_Potion_Recipe,0,crafting.recipes
gxa_im_cft_hrb_404,Superb Stamina Draught Recipe,daoa,,,https://dragonage.fandom.com/wiki/Superb_Stamina_Draught_Recipe,0,crafting.recipes
gxa_im_cft_hrb_405,Master Health Poultice Recipe,daoa,,,https://dragonage.fandom.com/wiki/Master_Health_Poultice_Recipe,0,crafting.recipes
gxa_im_cft_hrb_406,Master Lyrium Potion Recipe,daoa,,,https://dragonage.fandom.com/wiki/Master_Lyrium_Potion_Recipe,0,crafting.recipes
gxa_im_cft_hrb_407,Master Stamina Draught Recipe,daoa,,,https://dragonage.fandom.com/wiki/Master_Stamina_Draught_Recipe,0,crafting.recipes
gxa_im_cft_psn_401,Dispel Grenade Recipe,daoa,,,https://dragonage.fandom.com/wiki/Dispel_Grenade_Recipe,0,crafting.recipes
gxa_im_cft_psn_402,Dispel Poison Recipe,daoa,,,https://dragonage.fandom.com/wiki/Dispel_Poison_Recipe,0,crafting.recipes
gxa_im_cft_psn_403,Elemental Grenade Recipe,daoa,,,https://dragonage.fandom.com/wiki/Elemental_Grenade_Recipe,0,crafting.recipes
gxa_im_cft_psn_404,Elemental Poison Recipe,daoa,,,https://dragonage.fandom.com/wiki/Elemental_Poison_Recipe,0,crafting.recipes
gxa_im_cft_trp_401,Dispel Trap Plans,daoa,,,https://dragonage.fandom.com/wiki/Dispel_Trap_Plans,0,crafting.recipes
gxa_im_cft_trp_402,Elemental Trap Plans,daoa,,,https://dragonage.fandom.com/wiki/Elemental_Trap_Plans,0,crafting.recipes
gxa_im_cft_trp_403,Gravity Trap Plans,daoa,,,https://dragonage.fandom.com/wiki/Gravity_Trap_Plans,0,crafting.recipes
gxa_im_cft_trp_404,Misdirection Cloud Trap Plans,daoa,,,https://dragonage.fandom.com/wiki/Misdirection_Cloud_Trap_Plans,0,crafting.recipes
gxa_im_cft_reg_blankrune,Blank Runestone,daoa,,,https://dragonage.fandom.com/wiki/Blank_Runestone,1,crafting.resources
gxa_im_cft_reg_bldlotus,Blood Lotus,daoa,,,https://dragonage.fandom.com/wiki/Blood_Lotus_(Origins),1,crafting.resources
gxa_im_cft_reg_madcap,Madcap Bulb,daoa,,,https://dragonage.fandom.com/wiki/Madcap_Bulb,1,crafting.resources
gxa_im_cft_reg_rashvine,Rashvine Nettle,daoa,,,https://dragonage.fandom.com/wiki/Rashvine_Nettle,1,crafting.resources
gxa_im_cft_reg_reduction,Etching Agent,daoa,,,https://dragonage.fandom.com/wiki/Etching_Agent,1,crafting.resources
gxaip_herb_11,Rashvine,daoa,,,,1,crafting.resources
gxaip_herb_12,Madcap,daoa,,,,1,crafting.resources
gxaip_herb_13,Blood Lotus,daoa,,,,1,crafting.resources
gxa_im_gem_diamond_flawless,Flawless Diamond,daoa,,,https://dragonage.fandom.com/wiki/Flawless_Diamond,0,gems
gxa_im_gem_emr_flawless,Flawless Emerald,daoa,,,https://dragonage.fandom.com/wiki/Flawless_Emerald,0,gems
gxa_im_gem_sapphire_flawles,Flawless Sapphire,daoa,,,https://dragonage.fandom.com/wiki/Flawless_Sapphire,0,gems
gxa_im_gift_anders_1,Knitted Scarf,daoa,,,https://dragonage.fandom.com/wiki/Knitted_Scarf,0,gifts
gxa_im_gift_anders_2,Gold Earring,daoa,,,https://dragonage.fandom.com/wiki/Gold_Earring,0,gifts
gxa_im_gift_anders_3,Engraved Silver Bracers,daoa,,,https://dragonage.fandom.com/wiki/Engraved_Silver_Bracers,0,gifts
gxa_im_gift_anders_4,Bell Collar,daoa,,,https://dragonage.fandom.com/wiki/Bell_Collar,0,gifts
gxa_im_gift_anders_5,Phylacteries: A History Written in Blood,daoa,,,https://dragonage.fandom.com/wiki/Phylacteries:_A_History_Written_in_Blood,0,gifts
gxa_im_gift_anders_kitten,Kitten,daoa,,,https://dragonage.fandom.com/wiki/Kitten,0,gifts
gxa_im_gift_grandfather_bow,Howe Bow,daoa,,,https://dragonage.fandom.com/wiki/Howe_Bow_(gift),0,gifts
gxa_im_gift_justice_1,Lyrium: The Voice of the Maker,daoa,,,https://dragonage.fandom.com/wiki/Lyrium:_The_Voice_of_the_Maker,0,gifts
gxa_im_gift_justice_2,Kristoff's Locket,daoa,,,https://dragonage.fandom.com/wiki/Kristoff%27s_Locket,0,gifts
gxa_im_gift_justice_3,Verses of Dreams,daoa,,,https://dragonage.fandom.com/wiki/Verses_of_Dreams,0,gifts
gxa_im_gift_justice_4,Kristoff's Mementos,daoa,,,https://dragonage.fandom.com/wiki/Kristoff%27s_Mementos,0,gifts
gxa_im_gift_justice_5,Elven Prayer for the Dead,daoa,,,https://dragonage.fandom.com/wiki/Elven_Prayer_for_the_Dead,0,gifts
gxa_im_gift_lyrium_ring,Lyrium Ring,daoa,,,https://dragonage.fandom.com/wiki/Lyrium_Ring,0,gifts
gxa_im_gift_nathaniel_1,Delilah Howe's Letters,daoa,,,https://dragonage.fandom.com/wiki/Delilah_Howe%27s_Letters,0,gifts
gxa_im_gift_nathaniel_2,Locksmith's Tools,daoa,,,https://dragonage.fandom.com/wiki/Locksmith%27s_Tools,0,gifts
gxa_im_gift_nathaniel_3,Bronze Sextant,daoa,,,https://dragonage.fandom.com/wiki/Bronze_Sextant,0,gifts
gxa_im_gift_nathaniel_4,Golden Vase,daoa,,,https://dragonage.fandom.com/wiki/Golden_Vase,0,gifts
gxa_im_gift_nathaniel_5,Whetstone,daoa,,,https://dragonage.fandom.com/wiki/Whetstone,0,gifts
gxa_im_gift_oghren_1,Mackay's Epic Single Malt,daoa,,,https://dragonage.fandom.com/wiki/Mackay%27s_Epic_Single_Malt,0,gifts
gxa_im_gift_oghren_2,"""Dragon Piss""",daoa,,,https://dragonage.fandom.com/wiki/%22Dragon_Piss%22,0,gifts
gxa_im_gift_oghren_3,Hirol's Lava Burst,daoa,,,https://dragonage.fandom.com/wiki/Hirol%27s_Lava_Burst,0,gifts
gxa_im_gift_oghren_4,West Hill Brandy,daoa,,,https://dragonage.fandom.com/wiki/West_Hill_Brandy,0,gifts
gxa_im_gift_oghren_5,Aqua Magus,daoa,,,https://dragonage.fandom.com/wiki/Aqua_Magus,0,gifts
gxa_im_gift_oghren_pony,Toy Horse,daoa,,,https://dragonage.fandom.com/wiki/Toy_Horse,0,gifts
gxa_im_gift_sigrun_1,Snow Globe,daoa,,,https://dragonage.fandom.com/wiki/Snow_Globe,0,gifts
gxa_im_gift_sigrun_2,Toy Chariot,daoa,,,https://dragonage.fandom.com/wiki/Toy_Chariot,0,gifts
gxa_im_gift_sigrun_3,Potted Plant,daoa,,,https://dragonage.fandom.com/wiki/Potted_Plant,0,gifts
gxa_im_gift_sigrun_4,The Warrior's Heart,daoa,,,https://dragonage.fandom.com/wiki/The_Warrior%27s_Heart,0,gifts
gxa_im_gift_sigrun_5,Soap on a Rope,daoa,,,https://dragonage.fandom.com/wiki/Soap_on_a_Rope,0,gifts
