resref,name,game,material_family,material_target,wiki_url,stackable,category
gen_im_acc_blt_f2c,Ornate Leather Belt,dao,,,https://dragonage.fandom.com/wiki/Ornate_Leather_Belt,0,accessories.belts
gen_im_acc_blt_log,Borders Yet to Be,dao,,,https://dragonage.fandom.com/wiki/Borders_Yet_to_Be,0,accessories.belts
gen_im_acc_blt_ogh,One for the Ditch,dao,,,https://dragonage.fandom.com/wiki/One_for_the_Ditch_(Origins),0,accessories.belts
gen_im_acc_blt_t1a,Belt of the Magister Lords,dao,,,https://dragonage.fandom.com/wiki/Belt_of_the_Magister_Lords,0,accessories.belts
gen_im_acc_blt_t1b,Magister's Cinch,dao,,,https://dragonage.fandom.com/wiki/Magister%27s_Cinch,0,accessories.belts
gen_im_acc_blt_t1c,Archivist's Sash,dao,,,https://dragonage.fandom.com/wiki/Archivist%27s_Sash,0,accessories.belts
gen_im_acc_blt_wyn,Silver Aron,dao,,,https://dragonage.fandom.com/wiki/Silver_Aron,0,accessories.belts
gen_im_acc_blt_zev,Mixed Metal Rounds,dao,metal,shield,https://dragonage.fandom.com/wiki/Mixed_Metal_Rounds,0,accessories.belts
gib_im_acc_blt,Sash of Forbidden Secrets,dao,,,https://dragonage.fandom.com/wiki/Sash_of_Forbidden_Secrets_(Golems_of_Amgarrak),0,accessories.belts
gwb_im_acc_blt_sny,Shadow Belt,dao,,,https://dragonage.fandom.com/wiki/Shadow_Belt,0,accessories.belts
prc_im_gib_acc_blt_dao,Sash of Forbidden Secrets,dao,,,https://dragonage.fandom.com/wiki/Sash_of_Forbidden_Secrets,0,accessories.belts
prc_im_gib_acc_blt_ep1,Sash of Forbidden Secrets,dao,,,https://dragonage.fandom.com/wiki/Sash_of_Forbidden_Secrets,0,accessories.belts
prc_im_reward4,Cinch of Skillful Maneuvering,dao,,,https://dragonage.fandom.com/wiki/Cinch_of_Skillful_Maneuvering_(Origins),0,accessories.belts
prm000im_gm_belt,Guildmaster's Belt,dao,,,https://dragonage.fandom.com/wiki/Guildmaster%27s_Belt,0,accessories.belts
str_im_ariane_belt,Ariane's Bearskin Belt,dao,,,https://dragonage.fandom.com/wiki/Ariane%27s_Bearskin_Belt,0,accessories.belts
str_im_finn_belt,"Stylish, Yet Functional Belt",dao,,,"https://dragonage.fandom.com/wiki/Stylish,_Yet_Functional_Belt",0,accessories.belts
val_im_acc_blt_chs,Chastity Belt,dao,,,https://dragonage.fandom.com/wiki/Chastity_Belt,0,accessories.belts
val_im_chastity_key,Key to Zevran's Chastity Belt,dao,,,https://dragonage.fandom.com/wiki/Key_to_Zevran%27s_Chastity_Belt,0,accessories.belts
val_im_gift_chastity,Chastity Belt,dao,,,https://dragonage.fandom.com/wiki/Chastity_Belt_(gift),0,accessories.belts
bed100ar_forest_clearing,Forest Clearing,dao,,,,0,accessories.rings
bed110ip_to_forest,Forest Clearing,dao,,,,0,accessories.rings
corpse_d,"Corpse, Devouring",dao,,,,0,accessories.rings
corpse_devouring,Devouring Corpse,dao,,,,0,accessories.rings
corpse_devouring_putrid,Putrid Devouring Corpse,dao,,,,0,accessories.rings
drk_im_acc_rng_drk,Spirit Band,dao,,,https://dragonage.fandom.com/wiki/Spiral_Band,0,accessories.rings
gen_im_acc_rng_age,Ring of Ages,dao,,,https://dragonage.fandom.com/wiki/Ring_of_Ages,0,accessories.rings
gen_im_acc_rng_ali,Runic Worry Token,dao,,,https://dragonage.fandom.com/wiki/Runic_Worry_Token,0,accessories.rings
gen_im_acc_rng_bld,Blood Ring,dao,,,https://dragonage.fandom.com/wiki/Blood_Ring,0,accessories.rings
gen_im_acc_rng_cir1,Focus Ring,dao,,,https://dragonage.fandom.com/wiki/Focus_Ring,0,accessories.rings
gen_im_acc_rng_cir2,Iced Band,dao,,,https://dragonage.fandom.com/wiki/Iced_Band,0,accessories.rings
gen_im_acc_rng_cld10,Frostshear,dao,,,https://dragonage.fandom.com/wiki/Frostshear,0,accessories.rings
gen_im_acc_rng_cld5,Hailstone,dao,,,https://dragonage.fandom.com/wiki/Hailstone,0,accessories.rings
gen_im_acc_rng_ele10,Dalish Battery,dao,,,https://dragonage.fandom.com/wiki/Dalish_Battery,0,accessories.rings
gen_im_acc_rng_ele5,Twitch,dao,,,https://dragonage.fandom.com/wiki/Twitch,0,accessories.rings
gen_im_acc_rng_exp,Memory Band,dao,,,https://dragonage.fandom.com/wiki/Memory_Band,0,accessories.rings
gen_im_acc_rng_fir10,Ember,dao,,,https://dragonage.fandom.com/wiki/Ember,0,accessories.rings
gen_im_acc_rng_gld,Gold Ring,dao,,,https://dragonage.fandom.com/wiki/Gold_Ring_(Origins),0,accessories.rings
gen_im_acc_rng_kep,Keeper's Ring,dao,,,https://dragonage.fandom.com/wiki/Keeper%27s_Ring,0,accessories.rings
gen_im_acc_rng_key,Key to the City,dao,,,https://dragonage.fandom.com/wiki/Key_to_the_City,0,accessories.rings
gen_im_acc_rng_lif,Lifegiver,dao,,,https://dragonage.fandom.com/wiki/Lifegiver,0,accessories.rings
gen_im_acc_rng_mag,Lloyd's Magic Ring,dao,,,https://dragonage.fandom.com/wiki/Lloyd%27s_Magic_Ring,0,accessories.rings
gen_im_acc_rng_mph,Seal of Rat Red,dao,,,https://dragonage.fandom.com/wiki/Seal_of_Rat_Red,0,accessories.rings
gen_im_acc_rng_nat10,Ring of Selection,dao,,,https://dragonage.fandom.com/wiki/Ring_of_Selection,0,accessories.rings
gen_im_acc_rng_nat5,Thorn,dao,,,https://dragonage.fandom.com/wiki/Thorn,0,accessories.rings
gen_im_acc_rng_r02,Silver Ring,dao,,,https://dragonage.fandom.com/wiki/Silver_Ring,0,accessories.rings
gen_im_acc_rng_r03,Emerald Ring,dao,,,https://dragonage.fandom.com/wiki/Emerald_Ring,0,accessories.rings
gen_im_acc_rng_r04,Ring of Resistance,dao,,,https://dragonage.fandom.com/wiki/Ring_of_Resistance,0,accessories.rings
gen_im_acc_rng_r05,Surveyor,dao,,,https://dragonage.fandom.com/wiki/Surveyor,0,accessories.rings
gen_im_acc_rng_r06,Ring of Study,dao,,,https://dragonage.fandom.com/wiki/Ring_of_Study,0,accessories.rings
gen_im_acc_rng_r07,Ring of Faith,dao,,,https://dragonage.fandom.com/wiki/Ring_of_Faith,0,accessories.rings
gen_im_acc_rng_r09,Morrigan's Ring,dao,,,https://dragonage.fandom.com/wiki/Morrigan%27s_Ring,0,accessories.rings
gen_im_acc_rng_r11,Dusk Ring,dao,,,https://dragonage.fandom.com/wiki/Dusk_Ring,0,accessories.rings
gen_im_acc_rng_r12,Dawn Ring,dao,,,https://dragonage.fandom.com/wiki/Dawn_Ring,0,accessories.rings
gen_im_acc_rng_r14,Iron Ring,dao,,,https://dragonage.fandom.com/wiki/Iron_Ring,0,accessories.rings
gen_im_acc_rng_r15,Ring of the Warrior,dao,,,https://dragonage.fandom.com/wiki/Ring_of_the_Warrior,0,accessories.rings
gen_im_acc_rng_r16,Silverleaf,dao,,,https://dragonage.fandom.com/wiki/Silverleaf,0,accessories.rings
gen_im_acc_rng_r18,Golden Ring,dao,,,https://dragonage.fandom.com/wiki/Golden_Ring,0,accessories.rings
gen_im_acc_rng_spr10,Dreamsever,dao,,,https://dragonage.fandom.com/wiki/Dreamsever,0,accessories.rings
gen_im_acc_rng_spr5,Spiral Band,dao,,,https://dragonage.fandom.com/wiki/Spiral_Band,0,accessories.rings
gen_im_acc_rng_wed,Wedding Ring,dao,,,https://dragonage.fandom.com/wiki/Wedding_Ring,0,accessories.rings
gib100cr_skeleton_twohand,Devouring Corpse,dao,,,,0,accessories.rings
gib_im_acc_rng_mage,Brother Bedine's Mnemonic,dao,,,,0,accessories.rings
lel_im_acc_rng_r01,Blackhand Pouch,dao,,,https://dragonage.fandom.com/wiki/Blackhand_Pouch,0,accessories.rings
lel_im_acc_rng_r02,Hotspur,dao,,,https://dragonage.fandom.com/wiki/Hotspur,0,accessories.rings
lel_im_acc_rng_r03,Madstone,dao,,,https://dragonage.fandom.com/wiki/Madstone,0,accessories.rings
lel_im_acc_rng_r04,Progenitor Crosscut,dao,,,https://dragonage.fandom.com/wiki/Progenitor_Crosscut,0,accessories.rings
lite_mage_adv_fighter,Adventuring Warrior,dao,,,,0,accessories.rings
lite_mage_adv_mage,Adventuring Mage,dao,,,,0,accessories.rings
lite_mage_adv_rogue,Adventuring Rogue,dao,,,,0,accessories.rings
liteip_rogue_message,Firing Point,dao,,,,0,accessories.rings
lot100ar_lothering,Lothering,dao,,,,0,accessories.rings
lot110ip_to_village,Lothering,dao,,,,0,accessories.rings
lot120ip_to_village,Lothering,dao,,,,0,accessories.rings
ntb210cr_skeleton_normal1_1,Devouring Skeleton,dao,,,,0,accessories.rings
ntb210cr_skeleton_normal1_2,Devouring Skeleton,dao,,,,0,accessories.rings
orzltip_asunder_altar,Altar of Sundering,dao,,,,0,accessories.rings
prm000im_dalish_ring,Dalish Promise Ring,dao,,,https://dragonage.fandom.com/wiki/Dalish_Promise_Ring,0,accessories.rings
ran130cr_corpse_devour,Devouring Corpse,dao,,,,0,accessories.rings
ran152ar_chest_offering,Offering,dao,,,,0,accessories.rings
ran200ar_forest_were,Forest Clearing,dao,,,,0,accessories.rings
rxa150ar,Forest Clearing,dao,,,,0,accessories.rings
rxa_cor_devouring,Putrid Devouring Corpse,dao,,,,0,accessories.rings
rxa_skel_frenzied,Frenzied Devouring Skeleton,dao,,,,0,accessories.rings
shl200im_harvest_fest_ring,Harvest Festival Ring,dao,,,https://dragonage.fandom.com/wiki/Harvest_Festival_Ring,0,accessories.rings
skeleton_normal,Devouring Skeleton,dao,,,,0,accessories.rings
skeleton_normal_frenzied,Frenzied Devouring Skeleton,dao,,,,0,accessories.rings
str100ip_flemeths_death,Small Clearing,dao,,,,0,accessories.rings
str_im_ariane_ring_1,The Keeper's Ring,dao,,,https://dragonage.fandom.com/wiki/The_Keeper%27s_Ring,0,accessories.rings
str_im_finn_ring_1,Decoder Ring,dao,,,https://dragonage.fandom.com/wiki/Decoder_Ring,0,accessories.rings
vgk330ip_korth_off_speak,Offering,dao,,,,0,accessories.rings
vgk330ip_korth_offering,Offering,dao,,,,0,accessories.rings
wmt_wow_docks_to_lot,Lothering,dao,,,,0,accessories.rings
wmt_wow_red_to_lot,Lothering,dao,,,,0,accessories.rings
wmt_wow_wilds_north,Lothering,dao,,,,0,accessories.rings
drk_im_arm_bot_hvy_drk,Darkspawn Plate Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Darkspawn_Plate_Boots,0,armor.boots
drk_im_arm_bot_mas_drk,Vanguard Plate Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Vanguard_Plate_Boots,0,armor.boots
gen_im_arm_bot_hvy_cer,Ceremonial Armored Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Ceremonial_Armored_Boots,0,armor.boots
gen_im_arm_bot_hvy_dil,Boots of Diligence,dao,metal,armor,https://dragonage.fandom.com/wiki/Boots_of_Diligence,0,armor.boots
gen_im_arm_bot_hvy_drb,Wade's Superior Heavy Dragonscale Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Wade%27s_Superior_Heavy_Dragonscale_Boots,0,armor.boots
gen_im_arm_bot_hvy_drw,Wade's Heavy Dragonscale Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Wade%27s_Heavy_Dragonscale_Boots,0,armor.boots
gen_im_arm_bot_hvy_dwv,Dwarven Heavy Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Dwarven_Heavy_Boots,0,armor.boots
gen_im_arm_bot_hvy_hch,Heavy Chainmail Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Heavy_Chainmail_Boots,0,armor.boots
gen_im_arm_bot_lgt_ada,Adaia's Boots,dao,leather,armor,https://dragonage.fandom.com/wiki/Adaia%27s_Boots,0,armor.boots
gen_im_arm_bot_lgt_ant,Antivan Leather Boots,dao,leather,armor,https://dragonage.fandom.com/wiki/Antivan_Leather_Boots,0,armor.boots
gen_im_arm_bot_lgt_dal,Dalish Boots,dao,leather,armor,https://dragonage.fandom.com/wiki/Dalish_Boots,0,armor.boots
gen_im_arm_bot_lgt_dex,Silverhammer's Tackmasters,dao,leather,armor,https://dragonage.fandom.com/wiki/Silverhammer%27s_Tackmasters,0,armor.boots
gen_im_arm_bot_lgt_dey,Deygan's Boots,dao,leather,armor,https://dragonage.fandom.com/wiki/Deygan%27s_Boots,0,armor.boots
gen_im_arm_bot_lgt_df1,Enchanter's Footing,dao,leather,armor,https://dragonage.fandom.com/wiki/Enchanter%27s_Footing,0,armor.boots
gen_im_arm_bot_lgt_df2,Magus War Boots,dao,leather,armor,https://dragonage.fandom.com/wiki/Magus_War_Boots,0,armor.boots
gen_im_arm_bot_lgt_dod,Imperial Weavers,dao,leather,armor,https://dragonage.fandom.com/wiki/Imperial_Weavers,0,armor.boots
gen_im_arm_bot_lgt_drb,Wade's Superior Drakeskin Boots,dao,leather,armor,https://dragonage.fandom.com/wiki/Wade%27s_Superior_Drakeskin_Boots,0,armor.boots
gen_im_arm_bot_lgt_drw,Wade's Drakeskin Boots,dao,leather,armor,https://dragonage.fandom.com/wiki/Wade%27s_Drakeskin_Boots,0,armor.boots
gen_im_arm_bot_lgt_dus,Duster Leather Boots,dao,leather,armor,https://dragonage.fandom.com/wiki/Duster_Leather_Boots,0,armor.boots
gen_im_arm_bot_lgt_ltr,Leather Boots,dao,leather,armor,https://dragonage.fandom.com/wiki/Leather_Boots,0,armor.boots
gen_im_arm_bot_lgt_mag,Fade Striders,dao,leather,armor,https://dragonage.fandom.com/wiki/Fade_Striders,0,armor.boots
gen_im_arm_bot_lgt_msl,Silverhammer's Evaders,dao,leather,armor,https://dragonage.fandom.com/wiki/Silverhammer%27s_Evaders,0,armor.boots
gen_im_arm_bot_lgt_new,Bard's Dancing Shoes,dao,leather,armor,https://dragonage.fandom.com/wiki/Bard%27s_Dancing_Shoes,0,armor.boots
gen_im_arm_bot_lgt_rlr,Studded Leather Boots,dao,leather,armor,https://dragonage.fandom.com/wiki/Studded_Leather_Boots,0,armor.boots
gen_im_arm_bot_mas_chv,Chevalier's Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Chevalier%27s_Boots,0,armor.boots
gen_im_arm_bot_mas_cpl,Commander's Plate Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Commander%27s_Plate_Boots,0,armor.boots
gen_im_arm_bot_mas_drb,Wade's Superior Dragonbone Plate Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Wade%27s_Superior_Dragonbone_Plate_Boots,0,armor.boots
gen_im_arm_bot_mas_drw,Wade's Dragonbone Plate Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Wade%27s_Dragonbone_Plate_Boots,0,armor.boots
gen_im_arm_bot_mas_dwv,Dwarven Massive Armored Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Dwarven_Massive_Armored_Boots,0,armor.boots
gen_im_arm_bot_mas_eff,Effort's Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Effort%27s_Boots,0,armor.boots
gen_im_arm_bot_mas_hpl,Heavy Plate Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Heavy_Plate_Boots,0,armor.boots
gen_im_arm_bot_mas_jug,Juggernaut Plate Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Juggernaut_Plate_Boots,0,armor.boots
gen_im_arm_bot_mas_leg,Boots of the Legion,dao,metal,armor,https://dragonage.fandom.com/wiki/Boots_of_the_Legion,0,armor.boots
gen_im_arm_bot_mas_log,Armor of the River Dane Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Armor_of_the_River_Dane_Boots,0,armor.boots
gen_im_arm_bot_mas_tmp,Templar Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Templar_Boots,0,armor.boots
gen_im_arm_bot_med_chn,Chainmail Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Chainmail_Boots,0,armor.boots
gen_im_arm_bot_med_drb,Wade's Superior Dragonskin Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Wade%27s_Superior_Dragonskin_Boots,0,armor.boots
gen_im_arm_bot_med_drw,Wade's Dragonskin Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Wade%27s_Dragonskin_Boots,0,armor.boots
gen_im_arm_bot_med_dwi,Dwarven Noble Armored Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Dwarven_Noble_Armored_Boots,0,armor.boots
gen_im_arm_bot_med_dwv,Dwarven Armored Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Dwarven_Armored_Boots,0,armor.boots
gen_im_arm_bot_med_elv,Ancient Elven Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Ancient_Elven_Boots,0,armor.boots
gen_im_arm_bot_med_scl,Scale Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Scale_Boots,0,armor.boots
gen_im_arm_bot_med_spl,Splintmail Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Splintmail_Boots,0,armor.boots
gwb_im_arm_bot_hvy_hch,Heavy Chainmail Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Heavy_Chainmail_Boots,0,armor.boots
gwb_im_arm_bot_hvy_wdn1,Warden Heavy Boots,dao,metal,armor,,0,armor.boots
gwb_im_arm_bot_lgt_rlr,Studded Leather Boots,dao,leather,armor,https://dragonage.fandom.com/wiki/Studded_Leather_Boots,0,armor.boots
gwb_im_arm_bot_lgt_wdn,Studded Warden Boots,dao,leather,armor,,0,armor.boots
gwb_im_arm_bot_lgt_wdn2,Warden Scout Boots,dao,leather,armor,,0,armor.boots
gwb_im_arm_bot_mas_hpl,Heavy Plate Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Heavy_Plate_Boots,0,armor.boots
gwb_im_arm_bot_mas_wcm,Warden Commander Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Warden_Commander_Boots,0,armor.boots
gwb_im_arm_bot_med_spl,Splintmail Boots,dao,metal,armor,https://dragonage.fandom.com/wiki/Splintmail_Boots,0,armor.boots
gwb_im_arm_bot_med_wdn1,Warden Splintmail Boots,dao,metal,armor,,0,armor.boots
kcc_im_arm_bot_mas_cai,Cailan's Greaves,dao,metal,armor,https://dragonage.fandom.com/wiki/Cailan%27s_Greaves,0,armor.boots
lel_im_arm_bot_hvy_01,Heavy Hobnails,dao,metal,armor,https://dragonage.fandom.com/wiki/Heavy_Hobnails,0,armor.boots
lel_im_arm_bot_hvy_02,Long Road Soles,dao,metal,armor,https://dragonage.fandom.com/wiki/Long_Road_Soles,0,armor.boots
lel_im_arm_bot_lgt_01,High Court Shoe,dao,leather,armor,https://dragonage.fandom.com/wiki/High_Court_Shoe,0,armor.boots
lel_im_arm_bot_lgt_02,Silverhammer's Light Heel,dao,leather,armor,,0,armor.boots
prm000im_dragon_blood_boots,Blood Dragon Plate Boots,dao,,,https://dragonage.fandom.com/wiki/Blood_Dragon_Plate_Boots,0,armor.boots
str_im_ariane_boots,Ariane's Favorite Boots,dao,,,https://dragonage.fandom.com/wiki/Ariane%27s_Favorite_Boots,0,armor.boots
